PI655976	26501756	1074272	440380	1026103
PI655977	26049281	1206308	458970	1129470
PI655978	24618494	1675079	588997	1534528
PI655979	25869402	1308020	507113	1238140
PI655980	24454932	1650156	682343	1579133
PI655981	27613820	674293	415041	736195
PI655982	27924966	669731	259285	632100
PI655983	26912624	1040314	392814	970007
PI655984	24973760	1434600	556818	1345390
PI655985	26292136	1127776	466807	1083073
PI655986	26652847	1058723	385001	980317
PI655987	27554212	774985	305803	732532
PI655988	27975937	760117	357054	755876
PI655989	27755807	713306	318086	698725
PI655990	25347285	1449715	544496	1352763
PI655991	22994635	722516	111556	555767
PI655992	22251031	565538	86646	434634
PI655993	27029489	891124	460529	913961
PI655994	26013978	1115733	757025	1265541
PI655995	23232995	2042525	727371	1872803
PI655996	25127379	1439628	522890	1329375
PI655997	25474445	1363495	500107	1258861
PI655998	23909754	630681	104932	490559
PI655999	23269335	1892938	1022395	1975321
PI656000	29207560	334379	149549	329523
PI656001	26814691	1060435	398179	994067
PI656002	27206545	854345	370673	830456
PI656003	26210680	1223927	483955	1151613
PI656004	25504618	1405361	551422	1326756
PI656005	26385311	1068041	472557	1047372
PI656006	25563567	1362988	468230	1239191
PI656007	26534118	1036148	429454	992946
PI656008	26539244	1071227	426297	1014846
PI656009	26798454	1025427	340681	928101
